Temperature Sensor-1,Vibration Sensor-1,Vibration Sensor-2,Vibration Sensor-3,health_status
29.220819,7330,4642,236,Moderate Health
28.967371,4488,1688,2015,Good Health
33.950768,8000,191,184,Moderate Health
30.167627,2524,4643,4600,Moderate Health
26.33877,1769,255,5477,Good Health
31.551935,372,4637,4839,Moderate Health
26.769556,2624,557,4590,Good Health
29.733789,164,8000,505,Moderate Health
30.829798,4635,1810,298,Good Health
29.030542,4155,354,303,Good Health
27.205805,7912,3692,4645,Moderate Health
32.012047,317,505,503,Good Health
33.77813,517,3508,270,Good Health
33.19384,2638,6584,946,Moderate Health
27.2857,1873,7309,612,Moderate Health
30.167627,7203,545,385,Moderate Health
30.629663,6949,385,810,Moderate Health
29.733789,6828,4314,1053,Moderate Health
30.674036,6954,2011,1810,Moderate Health
28.904322,6666,2390,4635,Moderate Health
27.809809,1673,241,7091,Good Health
27.265711,4611,4549,1561,Moderate Health
26.82873,6884,185,227,Moderate Health
28.967371,7902,385,358,Moderate Health
31.919458,6796,6293,2315,Moderate Health
32.858208,553,245,4702,Good Health
30.807489,507,891,7908,Good Health
28.988428,679,516,1588,Good Health
42.426689,2004,4631,2180,Moderate Health
32.408653,5208,3147,7498,Moderate Health
33.679955,5516,253,251,Moderate Health
18.78689,1878,380,486,Good Health
32.314873,2760,260,297,Good Health
29.263269,295,254,224,Good Health
29.626245,7533,4580,5329,Moderate Health
31.942591,3340,238,377,Good Health
29.263269,6870,3906,5785,Moderate Health
32.361717,370,5598,4145,Moderate Health
28.218592,1241,386,223,Good Health
29.114985,6975,1522,229,Moderate Health
28.904322,5726,467,2520,Moderate Health
29.733789,4648,2949,7057,Moderate Health
29.263269,1641,311,676,Good Health
32.858208,1042,248,3091,Good Health
31.121119,6641,4142,5212,Moderate Health
31.965723,4691,4633,4642,Moderate Health
30.386805,1867,4666,7079,Moderate Health
26.82873,6956,2004,2016,Moderate Health
32.715508,5838,5410,5852,Moderate Health
32.59713,8000,1562,7211,Moderate Health
33.77813,827,2756,4659,Good Health
29.712244,5332,1509,6403,Moderate Health
36.000053,2445,253,507,Good Health
28.300959,6657,7521,5280,Moderate Health
30.320887,2319,510,3709,Good Health
27.728632,4520,508,4264,Good Health
31.031183,225,470,3187,Good Health
36.026634,4585,380,3009,Good Health
32.549889,3329,557,157,Good Health
44.559868,4199,7595,7900,Moderate Health
32.858208,1390,2576,8000,Good Health
31.211329,6214,3867,6591,Moderate Health
31.211329,4606,2312,7037,Good Health
32.668114,310,5722,179,Moderate Health
36.644554,8000,522,494,Moderate Health
29.540461,504,1345,251,Good Health
34.37429,1780,742,884,Good Health
31.460718,488,509,3007,Good Health
34.702354,1019,1304,527,Good Health
31.689234,4896,314,2387,Moderate Health
48.743889,4757,429,313,Moderate Health
32.198021,871,323,328,Good Health
276.644318,440,234,7380,Bad Health
33.387321,7878,290,945,Moderate Health
28.074945,1519,523,500,Good Health
30.167627,715,225,1075,Good Health
34.299095,4916,3282,108,Moderate Health
24.333246,233,685,1394,Good Health
26.573084,3454,2063,3264,Good Health
33.049522,2073,2191,1759,Good Health
52.831383,593,226,165,Moderate Health
33.77813,628,367,956,Good Health
35.762077,233,229,580,Good Health
34.855003,324,494,7581,Good Health
34.727745,5341,251,853,Moderate Health
37.193138,3422,7198,2018,Moderate Health
32.361717,6964,176,6912,Moderate Health
29.220819,1953,4663,652,Moderate Health
47.652641,1571,7164,247,Moderate Health
32.198021,3519,235,644,Good Health
35.894035,6838,7047,7033,Moderate Health
152.696198,7536,6969,235,Bad Health
34.753136,1887,7792,364,Moderate Health
30.189478,256,1648,253,Good Health
33.950768,163,3834,228,Good Health
47.85891,309,7124,7826,Moderate Health
29.733789,878,309,303,Good Health
33.630974,4232,2748,3634,Good Health
34.149315,2877,8000,985,Moderate Health
32.432152,318,5027,4642,Moderate Health
30.629663,2229,5432,239,Moderate Health
34.778587,4625,789,4694,Good Health
34.19915,7256,4967,2774,Moderate Health
28.383509,493,6969,5581,Moderate Health
33.950768,528,245,221,Good Health
27.00683,489,175,518,Good Health
34.702354,3001,1449,1298,Good Health
26.53393,2198,5396,506,Moderate Health
33.802727,5963,184,4005,Moderate Health
23.603937,4134,6672,5383,Moderate Health
37.331993,4444,260,273,Good Health
35.841179,7455,3414,937,Moderate Health
276.644318,2336,194,198,Bad Health
36.482048,1299,622,7514,Good Health
29.690729,5959,7327,2264,Moderate Health
19.600214,5075,238,2215,Moderate Health
42.426689,1247,6977,1577,Moderate Health
39.805565,4645,7999,4133,Moderate Health
32.858208,252,4406,245,Moderate Health
34.727745,251,3582,244,Good Health
23.262323,510,498,458,Good Health
35.034142,363,6984,1437,Moderate Health
28.695002,1765,7291,1697,Moderate Health
32.268089,5717,229,1250,Moderate Health
33.655449,497,6458,246,Moderate Health
37.951225,4886,4865,5859,Moderate Health
33.950768,5394,105,103,Moderate Health
33.338829,3374,2999,2606,Good Health
32.834373,6949,188,191,Moderate Health
36.890099,3381,7063,7467,Moderate Health
36.753441,1934,573,4650,Good Health
35.894035,684,233,248,Good Health
34.099541,3384,5815,5089,Moderate Health
28.507746,1804,4641,3797,Moderate Health
33.926048,992,3081,2792,Good Health
36.000053,482,866,4795,Good Health
32.104881,384,565,235,Good Health
34.727745,4539,1557,3208,Good Health
56.874931,498,526,6385,Moderate Health
37.979698,509,6569,234,Moderate Health
50.704796,6722,2691,6337,Moderate Health
35.709465,4689,293,3582,Moderate Health
35.447868,3922,226,284,Good Health
40.515282,1926,561,368,Good Health
33.411583,2752,6482,7999,Moderate Health
42.126091,3821,5589,228,Moderate Health
40.297295,7508,8000,1375,Moderate Health
36.000053,7336,6620,3266,Moderate Health
36.917503,4825,6466,612,Moderate Health
35.4739,7085,4640,2771,Moderate Health
23.531763,6972,1684,3780,Moderate Health
34.727745,388,7354,516,Moderate Health
41.960564,501,3246,1123,Good Health
40.546562,2875,1005,368,Good Health
20.294703,574,7656,254,Moderate Health
37.951225,508,3881,1572,Good Health
27.066401,7782,383,193,Moderate Health
36.917503,4205,2818,7514,Good Health
36.293633,3684,364,290,Good Health
38.12252,6663,2448,440,Moderate Health
49.483574,1443,625,3564,Moderate Health
33.338829,3628,7720,97,Moderate Health
27.405939,2999,2743,426,Good Health
37.387718,5844,4385,4648,Moderate Health
36.482048,1992,447,494,Good Health
34.224113,4634,1940,197,Good Health
33.901329,6083,7372,6520,Moderate Health
32.668114,3055,498,196,Good Health
47.083855,191,1495,519,Good Health
37.054985,670,3181,3517,Good Health
42.292686,2634,225,203,Good Health
54.231804,1516,3020,326,Moderate Health
34.500023,496,6841,445,Moderate Health
41.148003,498,2353,3907,Good Health
39.775108,618,570,182,Good Health
50.520103,3090,563,2871,Moderate Health
40.89312,2697,255,234,Good Health
40.081047,235,496,1248,Good Health
276.644318,887,822,505,Bad Health
33.802727,4635,5600,7281,Moderate Health
35.499992,7657,3357,4647,Moderate Health
26.651545,4268,1756,250,Good Health
33.606529,4638,3769,3062,Good Health
35.059837,1815,481,375,Good Health
32.221367,810,450,451,Good Health
35.894035,250,6464,1047,Moderate Health
29.348291,7704,4640,6892,Moderate Health
29.690729,2198,4639,2504,Moderate Health
35.788445,181,4617,7718,Moderate Health
40.081047,2385,471,317,Good Health
40.798149,5093,1252,4068,Moderate Health
39.623436,1845,5377,4673,Moderate Health
38.323753,1266,226,257,Good Health
70.13372,234,232,216,Moderate Health
28.632471,996,7999,3961,Moderate Health
41.340782,7861,6247,2105,Moderate Health
38.439384,5702,227,828,Moderate Health
40.829765,1185,595,308,Good Health
30.211359,1212,1388,1007,Good Health
59.17382,2944,1127,505,Moderate Health
37.359825,3771,496,523,Good Health
32.668114,4620,1826,225,Good Health
39.775108,3352,216,181,Good Health
35.788445,613,293,223,Good Health
36.590294,4644,420,199,Moderate Health
36.053215,4124,704,2380,Good Health
39.352501,638,2028,1214,Good Health
39.084251,5380,2618,4710,Moderate Health
37.639885,4621,494,3457,Good Health
39.084251,492,1789,537,Good Health
37.054985,2317,501,520,Good Health
43.559105,4658,7352,1067,Moderate Health
40.297295,7778,4032,4040,Moderate Health
35.762077,4659,4676,1049,Moderate Health
42.866997,498,529,514,Good Health
36.509087,4019,4220,491,Moderate Health
36.133141,4626,4616,881,Moderate Health
43.947685,2648,181,160,Good Health
33.630974,6419,374,400,Moderate Health
35.292015,5351,3070,1205,Moderate Health
31.076136,6017,611,394,Moderate Health
35.162804,987,383,577,Good Health
37.555565,506,8000,502,Moderate Health
276.644318,3142,4961,177,Bad Health
40.359398,7096,301,239,Moderate Health
37.69622,6958,4642,4646,Moderate Health
36.374229,4643,6315,241,Moderate Health
31.919458,5336,7281,1637,Moderate Health
41.534935,6423,581,3767,Moderate Health
38.381523,4643,4641,4626,Moderate Health
46.253624,6966,6266,2241,Moderate Health
39.775108,4011,3584,5734,Good Health
68.091789,1399,5907,251,Moderate Health
36.159813,1819,203,1331,Good Health
28.300959,258,242,251,Good Health
44.632835,7331,4458,6594,Moderate Health
42.595177,6901,3628,1944,Moderate Health
41.534935,490,2633,4676,Good Health
43.805717,625,4626,838,Moderate Health
36.428093,816,371,576,Good Health
38.008202,7380,365,2032,Moderate Health
37.387718,5554,333,212,Moderate Health
35.421806,4582,7221,6375,Moderate Health
33.655449,6765,1514,2710,Moderate Health
38.848015,2073,4361,6700,Moderate Health
40.081047,7105,3093,4614,Moderate Health
42.969658,4197,502,254,Good Health
276.644318,6575,3948,505,Bad Health
35.841179,623,814,7528,Good Health
36.186516,2499,4340,2012,Moderate Health
19.92959,2320,3029,7099,Good Health
39.532829,7138,308,363,Moderate Health
36.21328,4948,2775,485,Moderate Health
32.834373,4909,6760,223,Moderate Health
35.266136,3489,1991,434,Good Health
42.092918,6067,6279,1019,Moderate Health
35.867607,4660,170,617,Moderate Health
42.159325,4709,2584,7364,Moderate Health
42.092918,511,232,207,Good Health
60.787926,5458,221,3962,Moderate Health
34.500023,249,7067,225,Moderate Health
35.841179,7135,3755,6953,Moderate Health
120.675591,377,498,1836,Bad Health
40.019585,506,503,3142,Good Health
53.392479,997,290,298,Moderate Health
43.384361,4840,505,516,Moderate Health
38.294914,8000,493,356,Moderate Health
40.266289,6152,4651,3404,Moderate Health
31.324457,6718,6387,4583,Moderate Health
42.79879,6769,176,678,Moderate Health
37.555565,2057,207,3300,Good Health
22.92367,3271,4645,520,Moderate Health
37.837608,1645,2815,174,Good Health
42.901176,2180,505,103,Good Health
42.092918,820,246,330,Good Health
34.299095,8000,240,207,Moderate Health
38.789268,240,227,249,Good Health
36.428093,926,690,1118,Good Health
38.008202,7462,3146,1146,Moderate Health
31.804132,2376,541,387,Good Health
43.349571,1279,518,3250,Good Health
33.802727,1200,3951,1020,Good Health
38.995415,5676,250,6832,Moderate Health
38.965874,166,193,7784,Good Health
35.788445,546,235,1885,Good Health
40.142662,235,309,499,Good Health
24.443872,3533,382,235,Good Health
47.285545,7999,454,252,Moderate Health
40.142662,247,1992,234,Good Health
38.266106,6512,239,243,Moderate Health
36.671745,445,379,253,Good Health
120.675591,4665,4264,4332,Bad Health
37.724449,502,6783,512,Moderate Health
32.953728,454,435,4508,Good Health
37.13781,8000,1972,171,Moderate Health
36.726158,4210,4595,166,Moderate Health
40.204399,6768,6059,4656,Moderate Health
38.266106,4629,238,558,Good Health
37.387718,4391,2999,381,Good Health
40.672081,4060,3206,4824,Good Health
39.322563,4274,380,3199,Good Health
42.092918,7228,7533,6534,Moderate Health
45.18676,504,886,5066,Good Health
38.995415,251,3028,4604,Good Health
39.744713,5080,6785,2081,Moderate Health
39.025017,4645,323,248,Moderate Health
42.662865,319,307,2019,Good Health
34.32415,259,241,4262,Good Health
39.26281,7777,239,6649,Moderate Health
44.852989,502,6812,6642,Moderate Health
44.198021,509,505,4647,Good Health
43.629326,5754,1009,1173,Moderate Health
35.188591,6801,478,2557,Moderate Health
36.890099,4647,238,223,Moderate Health
77.640923,228,6384,249,Bad Health
40.297295,3476,565,201,Good Health
81.311028,2890,6905,1574,Bad Health
24.03985,708,6006,7104,Moderate Health
42.595177,531,582,946,Good Health
48.743889,1283,256,248,Moderate Health
39.084251,5963,376,2392,Moderate Health
52.53054,253,194,193,Moderate Health
65.271263,875,694,375,Moderate Health
31.506311,1173,1441,232,Good Health
46.764397,7281,7092,5795,Moderate Health
41.11602,3699,4586,3328,Moderate Health
37.27636,4635,232,1371,Good Health
276.644318,3379,202,4118,Bad Health
38.526451,1524,7849,4639,Moderate Health
39.532829,433,429,161,Good Health
34.32415,2666,3271,435,Good Health
45.075035,5787,205,210,Moderate Health
64.532616,5085,299,2266,Moderate Health
34.90609,535,480,268,Good Health
276.644318,506,270,270,Bad Health
66.118706,3890,6854,189,Moderate Health
26.947351,6765,6201,4444,Moderate Health
38.965874,699,179,4658,Good Health
34.880547,519,5345,314,Moderate Health
29.733789,3320,4667,482,Moderate Health
46.685143,6518,2518,1741,Moderate Health
89.843071,1652,519,1027,Bad Health
42.901176,493,501,504,Good Health
47.85891,3574,2196,4583,Good Health
49.307579,387,4264,6149,Moderate Health
45.638603,1517,1644,8000,Good Health
39.653709,511,543,500,Good Health
47.083855,551,511,179,Good Health
44.162132,559,6379,907,Moderate Health
39.292686,240,298,310,Good Health
44.162132,368,295,281,Good Health
49.176384,1145,423,1385,Moderate Health
43.349571,4581,6018,5644,Moderate Health
39.113945,266,874,298,Good Health
43.947685,557,225,195,Good Health
42.69677,1688,517,679,Good Health
19.995752,3634,5825,323,Moderate Health
44.926781,4649,1115,246,Moderate Health
41.502495,5400,4642,4624,Moderate Health
48.743889,4428,4642,5079,Moderate Health
34.880547,7521,2479,3640,Moderate Health
44.198021,7780,7384,7334,Moderate Health
40.861443,4738,3200,5938,Moderate Health
50.79763,4501,432,377,Moderate Health
40.111839,5392,1005,6901,Moderate Health
39.744713,4506,448,434,Good Health
41.180046,6049,579,306,Moderate Health
47.204674,5969,4651,2689,Moderate Health
42.426689,238,6131,1487,Moderate Health
276.644318,160,4125,2808,Bad Health
51.031303,5813,300,4518,Moderate Health
43.524071,4646,95,114,Moderate Health
47.124046,3883,4643,4663,Moderate Health
42.901176,891,232,625,Good Health
39.322563,8000,113,114,Moderate Health
40.266289,4711,231,247,Moderate Health
33.802727,2948,3928,6885,Good Health
41.244225,857,2773,3939,Good Health
40.546562,5651,2067,6201,Moderate Health
75.54351,2234,3496,6590,Moderate Health
36.944969,230,8000,1870,Moderate Health
58.850395,2018,2625,6499,Moderate Health
36.159813,1111,239,5083,Good Health
45.261528,2453,4690,4658,Moderate Health
47.529686,4705,3443,4629,Moderate Health
45.905876,4664,1784,4636,Moderate Health
39.623436,2077,1736,2202,Good Health
37.054985,1811,3722,504,Good Health
41.340782,95,6157,1825,Moderate Health
276.644318,7883,5538,286,Bad Health
37.69622,4628,4624,1313,Moderate Health
48.916008,4645,3656,4666,Moderate Health
40.328331,6391,3751,5818,Moderate Health
48.786797,6541,3399,229,Moderate Health
41.052147,3497,936,2872,Good Health
48.916008,7974,6484,5560,Moderate Health
49.527763,4633,202,4653,Moderate Health
29.348291,499,502,243,Good Health
47.326073,7999,5325,5267,Moderate Health
40.452812,3449,7794,4025,Moderate Health
40.328331,6452,119,120,Moderate Health
45.867516,3191,750,4655,Good Health
47.776207,5222,226,4625,Moderate Health
40.328331,6528,6637,2507,Moderate Health
40.861443,1889,4603,222,Moderate Health
52.08596,2499,4773,205,Moderate Health
38.526451,494,2566,210,Good Health
43.5942,370,7453,181,Moderate Health
50.612267,518,515,219,Moderate Health
43.664513,521,235,520,Good Health
37.248589,6201,4650,210,Moderate Health
38.439384,6675,3774,697,Moderate Health
39.927666,422,4983,5612,Moderate Health
46.331566,499,494,511,Good Health
38.0653,557,534,286,Good Health
45.037895,7710,240,244,Moderate Health
39.775108,4640,869,758,Good Health
44.450768,2892,393,101,Good Health
36.617424,4651,2818,654,Moderate Health
33.338829,2377,191,297,Good Health
276.644318,191,293,195,Bad Health
40.703545,225,232,888,Good Health
36.45507,245,267,270,Good Health
39.025017,440,753,2955,Good Health
38.179863,4842,225,224,Moderate Health
41.697838,157,6952,2627,Moderate Health
65.691368,2448,7974,419,Moderate Health
44.162132,4650,1581,1152,Moderate Health
34.778587,5202,731,6140,Moderate Health
37.668053,495,3306,645,Good Health
41.502495,6732,4648,884,Moderate Health
39.025017,2206,4633,97,Moderate Health
40.266289,567,4428,2840,Moderate Health
276.644318,4642,2261,5533,Bad Health
42.126091,3223,388,4199,Good Health
40.798149,2717,3930,3137,Good Health
35.788445,7027,367,258,Moderate Health
40.111839,545,495,214,Good Health
42.159325,6719,4627,7400,Moderate Health
39.352501,6183,8000,269,Moderate Health
44.378319,5587,7084,3197,Moderate Health
50.474144,1642,3240,4702,Moderate Health
37.499504,4194,2699,497,Good Health
35.266136,6149,4660,4673,Moderate Health
40.173515,5075,188,829,Moderate Health
44.306053,5891,7286,4699,Moderate Health
42.764732,4383,439,244,Good Health
37.555565,238,223,230,Good Health
39.684013,1510,167,2744,Good Health
44.596336,5698,7348,4334,Moderate Health
34.19915,3428,497,7873,Good Health
276.644318,6521,670,4524,Bad Health
59.833611,7362,4624,207,Moderate Health
41.373039,2963,4622,158,Moderate Health
38.759941,4835,352,312,Moderate Health
42.866997,4639,453,396,Good Health
34.099541,6775,5640,1120,Moderate Health
44.162132,2464,4590,334,Moderate Health
30.941523,7530,4628,3196,Moderate Health
39.775108,5779,4644,5604,Moderate Health
39.502678,7871,4653,253,Moderate Health
38.526451,768,538,1884,Good Health
39.084251,4709,241,250,Moderate Health
26.631922,189,7144,1510,Moderate Health
38.995415,4659,2324,3189,Moderate Health
39.623436,7840,3084,200,Moderate Health
41.373039,801,1332,7459,Good Health
37.951225,180,824,206,Good Health
43.524071,8000,5644,310,Moderate Health
34.880547,316,1547,4282,Good Health
42.159325,1563,2006,3896,Good Health
44.198021,3341,1865,1803,Good Health
44.779411,4637,6483,199,Moderate Health
37.415611,240,232,239,Good Health
38.468376,159,5515,251,Moderate Health
33.802727,4970,6917,6892,Moderate Health
68.75399,255,1879,5875,Moderate Health
40.766594,6209,1566,7999,Moderate Health
28.904322,2003,1180,2707,Good Health
276.644318,6564,4682,5785,Bad Health
39.836021,230,248,437,Good Health
36.753441,6600,1447,389,Moderate Health
36.753441,452,788,4638,Good Health
32.858208,5657,2006,1129,Moderate Health
34.149315,6208,234,361,Moderate Health
37.054985,499,495,204,Good Health
37.951225,7653,512,511,Moderate Health
276.644318,3980,2054,6898,Bad Health
45.487114,233,2515,2334,Good Health
37.639885,4554,380,282,Good Health
40.609245,6883,360,367,Moderate Health
45.60067,185,237,232,Good Health
38.613762,1494,6196,185,Moderate Health
36.83535,3379,4641,5543,Moderate Health
34.778587,3660,4077,1952,Good Health
38.497398,6836,7776,2137,Moderate Health
38.613762,744,5902,5539,Moderate Health
31.143641,1752,1359,205,Good Health
40.266289,2306,513,252,Good Health
38.036736,230,209,192,Good Health
38.12252,4777,318,342,Moderate Health
34.753136,5443,4652,208,Moderate Health
37.951225,420,2259,4277,Good Health
40.829765,2371,2656,2000,Good Health
39.593193,3445,6199,166,Moderate Health
38.759941,262,240,253,Good Health
42.25927,3338,426,3527,Good Health
38.848015,2077,228,194,Good Health
276.644318,7716,568,432,Bad Health
41.534935,626,4616,4634,Moderate Health
51.505211,5511,365,289,Moderate Health
31.143641,1052,393,4237,Good Health
36.536125,8000,7543,1426,Moderate Health
37.865959,2077,233,2027,Good Health
59.766838,499,7716,448,Moderate Health
19.649469,2763,1073,249,Good Health
33.77813,1478,7322,4057,Moderate Health
42.026665,3265,243,252,Good Health
29.009485,734,239,256,Good Health
40.266289,3384,225,222,Good Health
34.855003,3397,4629,4082,Moderate Health
42.764732,232,4119,231,Moderate Health
44.559868,435,1505,1503,Good Health
33.950768,505,7522,1650,Moderate Health
49.263786,2178,6836,4065,Moderate Health
42.79879,3954,8000,224,Moderate Health
33.802727,2206,3340,200,Good Health
45.224113,5698,327,4644,Moderate Health
39.805565,4061,248,683,Good Health
44.233971,7087,178,2503,Moderate Health
45.562767,5079,4963,4646,Moderate Health
276.644318,94,972,4638,Bad Health
40.359398,4400,5969,4883,Moderate Health
44.779411,7168,223,3839,Moderate Health
35.735771,3016,4676,7782,Moderate Health
40.359398,3952,304,311,Good Health
49.973991,2142,3700,3080,Moderate Health
49.220024,1502,443,233,Moderate Health
34.753136,3631,3083,5778,Good Health
45.18676,309,358,1361,Good Health
38.613762,450,1942,3885,Good Health
35.63073,4577,2207,4649,Good Health
42.69677,436,1734,4685,Good Health
38.877434,4121,98,430,Good Health
45.752831,3383,4576,750,Moderate Health
37.359825,1030,3178,3001,Good Health
39.113945,2144,3234,4633,Good Health
47.85891,6695,6212,4687,Moderate Health
39.775108,4465,6735,1501,Moderate Health
41.763298,4158,642,8000,Good Health
38.323753,4668,3778,3464,Moderate Health
46.175957,4260,4643,4302,Moderate Health
51.745567,3502,6545,3089,Moderate Health
36.133141,4349,7268,4657,Moderate Health
62.966057,4636,4202,277,Moderate Health
43.5942,3406,4557,2570,Moderate Health
27.365808,427,8000,4640,Moderate Health
44.742668,3951,357,2334,Good Health
41.11602,124,177,4654,Good Health
41.534935,238,5883,4638,Moderate Health
43.072716,6809,7014,7154,Moderate Health
24.871027,5583,7129,4780,Moderate Health
35.137016,7104,3531,7393,Moderate Health
38.936363,3269,1621,5909,Good Health
39.927666,182,6430,4689,Moderate Health
41.894646,4602,4612,104,Moderate Health
40.640648,3640,228,4643,Good Health
48.916008,8000,5650,4652,Moderate Health
42.092918,7651,4589,2004,Moderate Health
41.11602,3064,232,4666,Good Health
39.084251,4095,374,239,Good Health
36.944969,6832,4696,3456,Moderate Health
42.426689,3992,4647,5763,Moderate Health
41.502495,1773,222,1645,Good Health
43.072716,242,334,234,Good Health
42.092918,4944,4640,7790,Moderate Health
21.220911,5148,4123,748,Moderate Health
40.204399,5211,7919,2540,Moderate Health
39.775108,696,5695,570,Moderate Health
42.126091,484,1133,4571,Good Health
35.867607,6895,422,4827,Moderate Health
38.036736,106,426,297,Good Health
36.293633,330,249,238,Good Health
28.54928,7847,293,6773,Moderate Health
276.644318,4613,1334,4276,Bad Health
39.866539,380,6207,8000,Moderate Health
37.27636,241,3753,7918,Good Health
37.387718,8000,4639,4398,Moderate Health
31.143641,4654,1088,820,Moderate Health
34.778587,4653,7412,4692,Moderate Health
42.901176,106,4599,5203,Moderate Health
35.788445,7707,236,250,Moderate Health
35.111259,306,235,242,Good Health
52.780968,157,352,247,Moderate Health
33.802727,1087,3969,6609,Good Health
36.320488,5023,1566,3577,Moderate Health
32.668114,4842,7526,6831,Moderate Health
28.757654,7209,642,480,Moderate Health
39.084251,7777,573,4694,Moderate Health
34.37429,4286,7179,6066,Moderate Health
23.19079,878,3505,241,Good Health
35.920525,399,2896,4649,Good Health
38.759941,7963,4705,6160,Moderate Health
21.017115,6211,1432,733,Moderate Health
36.347343,3593,4664,5720,Moderate Health
37.027428,7176,560,224,Moderate Health
37.082573,176,6466,7577,Moderate Health
36.944969,3025,4675,4632,Moderate Health
34.025047,6907,376,377,Moderate Health
31.919458,4660,6317,360,Moderate Health
35.214409,4646,572,431,Moderate Health
37.639885,7831,253,4663,Moderate Health
31.369806,263,240,232,Good Health
40.204399,236,227,232,Good Health
36.053215,3580,282,237,Good Health
36.890099,8000,261,303,Moderate Health
35.111259,4703,4622,2128,Moderate Health
36.536125,7999,2181,4145,Moderate Health
38.352623,6926,4665,2332,Moderate Health
32.691795,1195,366,4662,Good Health
35.709465,599,1685,1873,Good Health
35.395805,6667,3579,1686,Moderate Health
28.988428,6216,3828,4651,Moderate Health
32.081657,4649,5879,3449,Moderate Health
29.114985,4875,7466,4836,Moderate Health
35.920525,4981,290,298,Moderate Health
36.293633,5692,3018,7756,Moderate Health
36.347343,7590,5314,5755,Moderate Health
38.497398,7602,242,3134,Moderate Health
37.110161,1672,1313,5273,Good Health
37.415611,6980,568,5809,Moderate Health
38.584618,316,368,1050,Good Health
38.381523,672,3826,6468,Good Health
31.256525,636,1619,8000,Good Health
37.415611,1443,740,6433,Good Health
35.709465,5827,4172,614,Moderate Health
32.432152,2502,4632,804,Moderate Health
36.83535,546,2067,4653,Good Health
31.942591,228,6889,5969,Moderate Health
34.449669,5587,3767,6209,Moderate Health
34.274071,7553,6513,1569,Moderate Health
32.59713,267,239,242,Good Health
30.696222,7278,7012,2196,Moderate Health
32.03521,296,157,430,Good Health
33.217949,554,182,300,Good Health
40.956627,943,888,224,Good Health
31.256525,7913,284,230,Moderate Health
35.317924,6070,2703,244,Moderate Health
30.919123,1887,7034,432,Moderate Health
43.770348,6757,7999,2508,Moderate Health
31.804132,8000,253,250,Moderate Health
35.762077,3065,5280,4653,Moderate Health
24.628992,96,5645,1064,Moderate Health
28.528498,3131,286,271,Good Health
38.0653,425,3731,5770,Good Health
32.977654,288,1551,4619,Good Health
33.121605,4626,437,3322,Good Health
31.551935,5325,6576,8000,Moderate Health
41.730553,4288,6643,964,Moderate Health
32.929802,495,233,239,Good Health
31.460718,4635,249,380,Good Health
58.914726,7390,4590,6513,Moderate Health
33.533287,4517,4063,4643,Good Health
50.520103,4488,234,227,Moderate Health
31.053644,3203,4651,5823,Moderate Health
30.102167,300,4647,4766,Moderate Health
32.221367,4634,5084,6917,Moderate Health
36.320488,6843,376,399,Moderate Health
33.728996,4441,2236,4769,Good Health
52.580437,6767,2046,2180,Moderate Health
31.166193,8000,241,260,Moderate Health
30.189478,6013,5907,4787,Moderate Health
27.809809,2369,4664,6974,Moderate Health
35.762077,6019,3437,4974,Moderate Health
35.292015,2131,2322,7188,Good Health
27.066401,1029,6818,4663,Moderate Health
33.802727,2439,227,3518,Good Health
31.301783,1574,3885,6524,Good Health
28.695002,6833,235,3008,Moderate Health
31.188745,7742,4264,4653,Moderate Health
31.827173,2009,240,1241,Good Health
34.500023,5106,8000,559,Moderate Health
34.829521,5029,4628,7828,Moderate Health
46.448875,7954,228,247,Moderate Health
24.53631,4684,310,370,Moderate Health
30.696222,6980,1257,289,Moderate Health
23.119379,4946,110,105,Moderate Health
30.386805,1065,4651,2960,Moderate Health
34.449669,2222,7602,3006,Moderate Health
23.985071,1375,1439,224,Good Health
32.151421,8000,5079,3186,Moderate Health
43.5942,6410,235,1261,Moderate Health
31.301783,7224,382,256,Moderate Health
33.655449,7999,7999,6651,Moderate Health
31.942591,4637,244,247,Good Health
47.817528,4386,7852,8000,Moderate Health
31.965723,752,3757,3830,Good Health
36.726158,5649,379,4392,Moderate Health
32.929802,292,291,254,Good Health
28.86236,235,6589,2576,Moderate Health
32.221367,5514,3442,4174,Moderate Health
31.053644,6842,4567,4346,Moderate Health
29.369593,3704,4655,5535,Moderate Health
31.324457,824,6736,4621,Moderate Health
33.314629,307,682,376,Good Health
28.445581,3639,6014,5884,Moderate Health
25.855585,7902,393,937,Moderate Health
33.07354,7009,4582,6329,Moderate Health
31.211329,111,7704,7177,Moderate Health
26.416712,7999,4589,7399,Moderate Health
34.829521,6715,7151,2128,Moderate Health
32.361717,4406,5308,1942,Moderate Health
29.733789,815,256,228,Good Health
34.37429,4639,231,1291,Good Health
33.508904,7161,6349,1003,Moderate Health
30.541132,5543,244,240,Moderate Health
32.408653,1916,507,4654,Good Health
28.466303,4709,1143,4708,Moderate Health
32.715508,1500,756,4630,Good Health
30.807489,4256,232,246,Good Health
29.733789,7653,298,242,Moderate Health
30.211359,2975,417,376,Good Health
31.689234,6181,2307,6093,Moderate Health
29.114985,4609,4331,4666,Moderate Health
27.587091,4083,273,4641,Good Health
37.979698,308,7585,1249,Moderate Health
27.506433,2085,3658,4522,Good Health
34.149315,4155,2377,4895,Good Health
28.967371,2267,4590,248,Moderate Health
29.476282,2503,253,4606,Good Health
28.218592,6093,246,249,Moderate Health
